Date,Open,High,Low,Close,Volume,Ticker,MA20,MA50,MA200,BB_mid,BB_upper,BB_lower,Daily_Return,Cumulative_Return,RSI,MACD,Signal,MACD_Hist,ATR,OBV
2022-03-21,135.94,136.57,134.89,135.62,62144489.0,AMZN,140.80599999999998,149.1354,,140.80599999999998,151.34578008359344,130.26621991640653,0.00014749262536883911,-0.2674732634762883,29.820698332809073,-4.20235318112239,-4.387773995927879,0.18542081480548855,2.8342857142857105,-1433634640.0
2022-03-22,137.26,138.6,136.09,138.19,61669880.0,AMZN,140.3475,148.5054,,140.3475,150.47663645199552,130.21836354800448,0.018950007373543576,-0.2535918764178462,38.132911392405056,-3.854187982728405,-4.281056793287984,0.42686881055957926,2.7628571428571393,-1371964760.0
2022-03-23,133.28,133.61,133.07,133.39,33099493.0,AMZN,139.58999999999997,147.84400000000002,,139.58999999999997,149.4004219556222,129.77957804437776,-0.034734785440335814,-0.2795182024413959,35.72487399940702,-3.9203925938701047,-4.208923953404408,0.28853135953430353,2.9157142857142833,-1405064253.0
2022-03-24,133.5,133.72,133.48,133.58,73742935.0,AMZN,138.9125,147.1568,,138.9125,148.39654949042483,129.42845050957516,0.0014243946322813894,-0.27849195203629695,38.39397741530743,-3.9124287696207887,-4.149624916647685,0.2371961470268964,2.7671428571428556,-1331321318.0
2022-03-25,134.05,136.02,133.14,133.92,31459643.0,AMZN,138.31900000000002,146.4066,,138.31900000000002,147.47069676531055,129.16730323468948,0.0025452912112589043,-0.27665550394296234,39.55974842767293,-3.834480716210379,-4.086596076560224,0.25211536034984494,2.7750000000000017,-1299861675.0
2022-03-28,133.6,133.81,133.47,133.68,39968147.0,AMZN,137.6755,145.6522,,137.6755,146.17712207432916,129.17387792567084,-0.0017921146953403522,-0.27795182024413967,45.41516245487365,-3.7488578171998768,-4.019048424688155,0.27019060748827783,2.465000000000001,-1339829822.0
2022-03-29,131.49,131.71,131.3,131.6,103399909.0,AMZN,136.83300000000003,144.8358,,136.83300000000003,144.08695311464425,129.5790468853558,-0.015559545182525558,-0.2891865615210113,43.394273887547406,-3.8049782488332085,-3.9762343895171655,0.171256140683957,2.5742857142857156,-1443229731.0
2022-03-30,131.05,132.73,130.51,132.22,76209158.0,AMZN,136.1595,144.143,,136.1595,142.37840995694694,129.94059004305308,0.0047112462006080325,-0.28583774440963605,37.39030904235021,-3.756126983032175,-3.932212908220168,0.17608592518799293,2.489285714285716,-1367020573.0
2022-03-31,138.02,140.9,134.12,135.74,27810267.0,AMZN,135.7955,143.461,,135.7955,141.11012916466206,130.48087083533795,0.0266222961730449,-0.2668251053256996,51.90958690568983,-3.394250612583704,-3.8246204490928752,0.43036983650917104,2.758571428571429,-1339210306.0
2022-04-01,135.75,136.61,135.7,136.02,102641164.0,AMZN,135.5475,142.91479999999999,,135.5475,140.27382883012893,130.8211711698711,0.0020627670546633503,-0.26531273630765917,53.90408244153786,-3.0497121387271022,-3.669638787019721,0.6199266482926187,2.76214285714286,-1236569142.0
2022-04-04,135.64,138.59,133.99,136.54,44788772.0,AMZN,135.34650000000002,142.41379999999998,,135.34650000000002,139.48001526198152,131.21298473801852,0.0038229672107041868,-0.2625040509884413,43.32358674463935,-2.7035385522158037,-3.4764187400589375,0.7728801878431337,2.7035714285714323,-1191780370.0
2022-04-05,137.67,137.75,137.65,137.69,75508989.0,AMZN,135.42000000000002,142.007,,135.42000000000002,139.66956220655138,131.17043779344866,0.008422440310531742,-0.2562925353786325,50.50301810865188,-2.3097724824167187,-3.2430894885304937,0.933317006113775,2.643571428571432,-1116271381.0
2022-04-06,136.8,137.13,135.07,137.03,91037247.0,AMZN,135.5,141.5846,,135.5,139.810164241587,131.189835758413,-0.004793376425303197,-0.2598574052068706,56.34118967452299,-2.027593681492476,-2.9999903271228905,0.9723966456304143,2.636428571428575,-1207308628.0
2022-04-07,134.88,135.96,134.78,135.04,72864062.0,AMZN,135.3105,141.1302,,135.3105,139.32750844436333,131.29349155563665,-0.014522367364810718,-0.2706060278708007,48.52476290832455,-1.9421533824037738,-2.7884229381790675,0.8462695557752937,2.7364285714285757,-1280172690.0
2022-04-08,135.95,136.04,135.9,136.0,60325837.0,AMZN,135.3725,140.80180000000001,,135.3725,139.39200965849295,131.35299034150705,0.007109004739336511,-0.2654207626660907,50.95381526104416,-1.7764989784749616,-2.5860381462382467,0.809539167763285,2.6878571428571467,-1219846853.0
2022-04-11,140.32,140.51,140.06,140.46,84806962.0,AMZN,135.69299999999998,140.6026,,135.69299999999998,140.2542191352731,131.13178086472686,0.032794117647058973,-0.2413308847358756,55.20403484640075,-1.2706842861834389,-2.3229673742272854,1.0522830880438465,2.797142857142861,-1135039891.0
2022-04-12,142.59,142.8,142.36,142.51,86031240.0,AMZN,135.8545,140.536,,135.8545,141.1241887953637,130.5848112046363,0.014594902463334725,-0.23025818299665124,73.92444910807976,-0.6963772277079272,-1.9976493449234138,1.3012721172154866,2.5985714285714323,-1049008651.0
2022-04-13,142.08,142.14,141.32,141.81,25663601.0,AMZN,136.07049999999998,140.4952,,136.07049999999998,141.94221085979498,130.19878914020498,-0.004911936004490802,-0.2340391055417521,71.02708226877876,-0.294326088130731,-1.6569846935648773,1.3626586054341463,2.660000000000003,-1074672252.0
2022-04-14,145.33,146.05,145.2,145.53,43670421.0,AMZN,136.6085,140.5072,,136.6085,143.80159105651742,129.41540894348256,0.026232282631690307,-0.21394620287350108,75.29411764705887,0.32077752365344736,-1.2614322501212125,1.5822097737746599,2.757142857142859,-1031001831.0
2022-04-15,148.04,149.57,146.36,148.51,89589519.0,AMZN,137.254,140.6764,,137.254,146.1754452452022,128.33255475479777,0.0204768776197346,-0.19785027546721412,78.86337096146357,1.036761521220484,-0.8017934958528732,1.8385550170733571,3.0135714285714306,-941412312.0
2022-04-18,153.07,153.21,151.57,152.51,73602072.0,AMZN,138.0985,140.82219999999998,,138.0985,149.28001533841197,126.91698466158802,0.02693421318429734,-0.17624500378092267,87.86671495834844,1.9049910176480012,-0.2604365931526984,2.1654276108006996,3.179285714285718,-867810240.0
2022-04-19,145.52,147.02,144.66,146.22,27170143.0,AMZN,138.5,140.8734,,138.5,150.25720339106763,126.74279660893237,-0.04124319716739877,-0.21021929350761592,71.03365384615387,2.06175212148554,0.20400114977494932,1.857750971710591,3.5814285714285745,-894980383.0
2022-04-20,146.65,147.02,146.47,146.97,93520918.0,AMZN,139.179,140.8966,,139.179,151.25776936917293,127.10023063082707,0.0051292572835452965,-0.20616830506643635,68.40380203212062,2.220903959290041,0.6073817116779677,1.6135222476120732,3.018571428571432,-801459465.0
2022-04-21,153.2,153.22,152.78,152.87,107979387.0,AMZN,140.14350000000002,140.893,,140.14350000000002,153.3662766412827,126.92072335871734,0.040144247125263766,-0.1743005293291564,73.31857182396901,2.7909413939313197,1.0440936481286383,1.7468477458026814,3.4000000000000017,-693480078.0
2022-04-22,156.6,159.27,153.37,158.76,47338019.0,AMZN,141.3855,141.11800000000002,,141.3855,156.6549362423072,126.11606375769283,0.038529469483875145,-0.1424867667710923,76.77108433734941,3.675603869574104,1.5703956924177316,2.1052081771563724,3.528571428571431,-646142059.0
2022-04-25,158.81,158.94,158.3,158.58,20241820.0,AMZN,142.63049999999998,141.36960000000002,,142.63049999999998,159.25492777804274,126.00607222195721,-0.0011337868480724156,-0.1434590039969753,75.77103380212193,4.312469297846093,2.118810413503404,2.193658884342689,3.487857142857144,-666383879.0
2022-04-26,157.59,157.64,155.87,156.56,24725757.0,AMZN,143.87849999999997,141.59959999999998,,143.87849999999997,160.76183999757384,126.9951600024261,-0.012738050195485018,-0.15436966619855252,73.31105275722132,4.60115338782731,2.6152790083681854,1.9858743794591245,3.4942857142857155,-691109636.0
2022-04-27,153.77,153.86,153.67,153.76,101616653.0,AMZN,144.9555,141.8324,,144.9555,161.45110640068472,128.45989359931528,-0.017884517118037846,-0.16949335637895657,71.92037470725997,4.551533761598023,3.002529959014153,1.54900380258387,3.5400000000000023,-792726289.0
2022-04-28,154.27,154.48,153.43,153.61,106820547.0,AMZN,145.849,141.9922,,145.849,162.1779022417629,129.52009775823709,-0.0009755463059312186,-0.17030355406719244,71.01933635712587,4.448822843480002,3.291788535907323,1.1570343075726792,3.5435714285714295,-899546836.0
2022-04-29,153.25,153.93,153.12,153.35,55918222.0,AMZN,146.7155,142.1584,,146.7155,162.68353580182668,130.7474641981733,-0.001692598138142154,-0.17170789672680142,67.10002653223668,4.296911749872066,3.4928131787002714,0.804098571171795,3.279285714285716,-955465058.0
2022-05-02,155.15,155.36,154.72,154.84,80691307.0,AMZN,147.6305,142.2722,,147.6305,163.23662899168986,132.02437100831017,0.009716335180958602,-0.1636599330236579,66.60382440075415,4.247785830380138,3.6438077090362446,0.6039781213438937,3.2557142857142884,-874773751.0
2022-05-03,153.46,154.37,153.32,154.2,40931954.0,AMZN,148.456,142.409,,148.456,163.58759316063407,133.3244068393659,-0.004133298889176018,-0.16711677649346457,66.71162665227945,4.1098349153322715,3.73701315029545,0.3728217650368215,3.279285714285718,-915705705.0
2022-05-04,152.93,153.27,151.38,151.99,88319407.0,AMZN,149.204,142.47799999999998,,149.204,163.4080015118054,134.99999848819462,-0.014332036316471952,-0.1790536891001404,59.083239595050635,3.7786216922567917,3.7453348586877184,0.03328683356907325,3.1778571428571456,-1004025112.0
2022-05-05,151.69,152.61,150.59,151.2,92676044.0,AMZN,150.012,142.55939999999998,,150.012,162.56620013591603,137.45779986408397,-0.005197710375682729,-0.18332073025818307,54.03056637698532,3.41304299392408,3.678876485734991,-0.2658334918109113,3.0335714285714324,-1096701156.0
2022-05-06,150.54,150.74,150.44,150.53,39915565.0,AMZN,150.7385,142.6542,,150.7385,161.42064304341613,140.05635695658384,-0.0044312169312168415,-0.1869396132656368,46.70439414114515,3.0342785665246765,3.5499569018929287,-0.5156783353682521,2.7521428571428594,-1136616721.0
2022-05-09,148.91,149.03,148.81,148.88,110839750.0,AMZN,151.1595,142.7008,,151.1595,160.74320870965846,141.57579129034156,-0.010961270178701965,-0.19585178783623203,55.236220472440934,2.571323205268442,3.3542301625680313,-0.7829069572995895,2.3142857142857167,-1247456471.0
2022-05-10,143.9,144.33,143.87,144.2,116531896.0,AMZN,151.244,142.6158,,151.244,160.531835621194,141.956164378806,-0.03143471252015051,-0.22112995570919303,45.277872485509704,1.8059727290105059,3.0445786758565263,-1.2386059468460204,2.615000000000001,-1363988367.0
2022-05-11,143.45,143.63,143.11,143.58,116937725.0,AMZN,151.3325,142.5736,,151.3325,160.268923104058,142.39607689594203,-0.004299583911234195,-0.22447877282056805,30.686070686070693,1.136299589731351,2.6629228586314913,-1.5266232689001402,2.2464285714285706,-1480926092.0
2022-05-12,141.37,142.11,141.14,141.82,28666491.0,AMZN,151.147,142.5496,,151.147,160.72178948511217,141.57221051488781,-0.012257974648279824,-0.2339850923625364,7.479919678714907,0.45827875878921986,2.221994038663037,-1.763715279873817,1.9635714285714292,-1509592583.0
2022-05-13,141.08,141.14,140.31,140.76,119276362.0,AMZN,150.7595,142.5452,,150.7595,161.35638827215968,140.16261172784033,-0.007474263150472393,-0.23971048935940364,7.163461538461576,-0.1627150974621827,1.745052211437993,-1.9077673089001757,2.0257142857142867,-1628868945.0
2022-05-16,137.75,138.27,136.12,137.6,75273781.0,AMZN,150.01399999999998,142.486,,150.01399999999998,162.08736764601292,137.94063235398704,-0.02244955953395844,-0.25677865399157385,6.7912488605287535,-0.8994742144971895,1.2161469262509566,-2.115621140748146,2.163571428571428,-1704142726.0
2022-05-17,140.67,142.37,137.3,139.4,46163114.0,AMZN,149.673,142.5496,,149.673,162.55568049910838,136.79031950089163,0.013081395348837344,-0.24705628173274263,15.711556829035416,-1.3228669789605476,0.7083441452086559,-2.0312111241692037,2.319285714285712,-1657979612.0
2022-05-18,140.43,141.01,139.57,140.57,31538915.0,AMZN,149.353,142.6524,,149.353,162.8229417417566,135.8830582582434,0.008393113342898051,-0.2407367397645025,20.30965391621129,-1.5461762163155015,0.25744007290382437,-1.803616289219326,2.359285714285712,-1626440697.0
2022-05-19,133.48,133.58,133.1,133.15,118929555.0,AMZN,148.367,142.5388,,148.367,163.53317302454792,133.20082697545206,-0.05278508927936254,-0.2808145187425731,15.315934065934087,-2.295422186137017,-0.2531323789043439,-2.0422898072326734,2.8349999999999977,-1745370252.0
2022-05-20,135.96,136.01,135.9,136.0,102210993.0,AMZN,147.22899999999998,142.5636,,147.22899999999998,162.52666531894732,131.93133468105265,0.021404431092752585,-0.2654207626660904,19.09448818897637,-2.6289291746166725,-0.7282917380468097,-1.9006374365698628,2.895714285714281,-1643159259.0
2022-05-23,136.47,136.57,136.04,136.32,93732228.0,AMZN,146.116,142.609,,146.116,161.17360084335783,131.0583991566422,0.0023529411764704466,-0.2636923409311872,20.35809018567636,-2.8347374513501222,-1.149580880707472,-1.6851565706426501,2.827857142857137,-1549427031.0
2022-05-24,137.68,138.09,137.29,137.63,33108009.0,AMZN,145.16950000000003,142.576,,145.16950000000003,159.83770187738716,130.5012981226129,0.009609741784037507,-0.2566166144539268,25.461380724538586,-2.8591771274079463,-1.491500130047567,-1.3676769973603793,2.7528571428571382,-1516319022.0
2022-05-25,139.14,139.9,139.09,139.46,74616695.0,AMZN,144.4545,142.61540000000002,,144.4545,158.7489147723579,130.1600852276421,0.013296519654145245,-0.24673220265744844,30.62706270627065,-2.699758900645179,-1.7331518841670892,-0.9666070164780898,2.770714285714281,-1441702327.0
2022-05-26,141.93,142.09,141.53,141.73,83858760.0,AMZN,143.8605,142.75459999999998,,143.8605,157.52653084100723,130.19446915899277,0.01627706869353207,-0.23447121097547818,36.20689655172411,-2.363009476251051,-1.8591234025838816,-0.5038860736671693,2.90428571428571,-1357843567.0
2022-05-27,137.47,138.39,136.89,138.05,98848549.0,AMZN,143.0955,142.80360000000002,,143.0955,156.22737119387875,129.96362880612122,-0.02596486276723331,-0.25434806092686624,34.04067197170646,-2.3658068277798634,-1.9604600876230782,-0.4053467401567852,3.1271428571428532,-1456692116.0
